video_id,gloss_latency(s),text_latency(s),tts_latency(s),total_latency(s),pred_text,audio_path
sample_465,0.052,0.015,0.234,0.301,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_465.mp3
sample_466,0.049,0.023,0.245,0.317,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_466.mp3
sample_467,0.013,0.011,0.241,0.265,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_467.mp3
sample_468,0.024,0.028,0.605,0.657,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_468.mp3
sample_469,0.043,0.028,0.464,0.535,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_469.mp3
sample_470,0.054,0.031,0.499,0.585,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_470.mp3
sample_471,0.047,0.032,0.479,0.558,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_471.mp3
sample_472,0.049,0.008,0.226,0.283,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_472.mp3
sample_473,0.013,0.012,0.243,0.269,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_473.mp3
sample_474,0.037,0.028,0.483,0.548,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_474.mp3
sample_475,0.046,0.028,0.493,0.567,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_475.mp3
sample_476,0.05,0.013,0.238,0.302,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_476.mp3
sample_477,0.032,0.014,0.203,0.249,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_477.mp3
sample_478,0.015,0.012,0.224,0.252,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_478.mp3
sample_479,0.03,0.013,0.2,0.243,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_479.mp3
sample_480,0.01,0.015,0.23,0.256,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_480.mp3
sample_481,0.025,0.012,0.237,0.274,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_481.mp3
sample_482,0.025,0.009,0.212,0.246,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_482.mp3
sample_483,0.011,0.017,0.236,0.265,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_483.mp3
sample_484,0.023,0.012,0.247,0.282,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_484.mp3
sample_485,0.027,0.018,0.258,0.303,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_485.mp3
sample_486,0.017,0.011,0.203,0.231,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_486.mp3
sample_487,0.026,0.012,0.226,0.265,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_487.mp3
sample_488,0.017,0.012,0.476,0.505,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_488.mp3
sample_489,0.033,0.012,0.223,0.269,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_489.mp3
sample_490,0.042,0.012,0.21,0.264,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_490.mp3
sample_491,0.03,0.012,0.233,0.276,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_491.mp3
sample_492,0.01,0.015,0.224,0.251,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_492.mp3
sample_493,0.014,0.009,0.209,0.232,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_493.mp3
sample_494,0.027,0.017,0.255,0.301,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_494.mp3
sample_495,0.045,0.011,0.233,0.289,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_495.mp3
sample_496,0.032,0.03,0.501,0.564,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_496.mp3
sample_497,0.052,0.015,0.251,0.319,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_497.mp3
sample_498,0.014,0.01,0.207,0.23,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_498.mp3
sample_499,0.021,0.011,0.223,0.255,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_499.mp3
sample_500,0.03,0.019,0.238,0.287,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_500.mp3
sample_501,0.045,0.017,0.277,0.34,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_501.mp3
sample_502,0.023,0.019,0.23,0.273,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_502.mp3
sample_503,0.014,0.012,0.224,0.25,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_503.mp3
sample_504,0.013,0.015,0.315,0.344,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_504.mp3
sample_505,0.036,0.015,0.259,0.312,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_505.mp3
sample_506,0.029,0.01,0.196,0.235,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_506.mp3
sample_507,0.027,0.012,0.239,0.278,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_507.mp3
sample_508,0.024,0.023,0.27,0.317,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_508.mp3
sample_509,0.034,0.018,0.254,0.307,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_509.mp3
sample_510,0.035,0.028,0.425,0.488,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_510.mp3
sample_511,0.027,0.015,0.214,0.256,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_511.mp3
sample_512,0.019,0.01,0.218,0.247,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_512.mp3
sample_513,0.067,0.01,0.231,0.308,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_513.mp3
sample_514,0.045,0.017,0.229,0.292,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_514.mp3
sample_515,0.029,0.031,0.483,0.543,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_515.mp3
sample_516,0.02,0.017,0.241,0.278,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_516.mp3
sample_517,0.037,0.017,0.243,0.297,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_517.mp3
sample_518,0.023,0.01,0.22,0.253,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_518.mp3
sample_519,0.024,0.066,0.438,0.529,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_519.mp3
sample_520,0.054,0.034,0.49,0.578,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_520.mp3
sample_521,0.038,0.012,0.206,0.256,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_521.mp3
sample_522,0.029,0.018,0.223,0.27,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_522.mp3
sample_523,0.018,0.017,0.282,0.317,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_523.mp3
sample_524,0.034,0.033,0.507,0.573,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_524.mp3
sample_525,0.04,0.02,0.275,0.335,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_525.mp3
sample_526,0.038,0.032,0.473,0.543,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_526.mp3
sample_527,0.025,0.011,0.254,0.291,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_527.mp3
sample_528,0.034,0.014,0.206,0.254,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_528.mp3
sample_529,0.016,0.019,0.233,0.269,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_529.mp3
sample_530,0.036,0.022,0.239,0.297,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_530.mp3
sample_531,0.028,0.033,0.492,0.554,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_531.mp3
sample_532,0.037,0.016,0.215,0.267,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_532.mp3
sample_533,0.021,0.033,0.453,0.507,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_533.mp3
sample_534,0.015,0.013,0.221,0.25,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_534.mp3
sample_535,0.022,0.012,0.214,0.249,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_535.mp3
sample_536,0.012,0.012,0.239,0.263,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_536.mp3
sample_537,0.039,0.008,0.226,0.274,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_537.mp3
sample_538,0.01,0.009,0.205,0.224,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_538.mp3
sample_539,0.063,0.011,0.213,0.286,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_539.mp3
sample_540,0.037,0.06,0.999,1.096,aber sind wir auch am am haben wir haben wir noch noch im norden haben wir haben wir noch auch auch am haben wir haben wir noch auch auch noch am wärmsten haben wir auch noch nicht auch auch auch noch nicht haben wir auch noch nicht auch auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_540.mp3
sample_541,0.011,0.027,0.471,0.509,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_541.mp3
sample_542,0.04,0.009,0.341,0.39,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_542.mp3
sample_543,0.047,0.017,0.276,0.341,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_543.mp3
sample_544,0.015,0.02,0.243,0.278,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_544.mp3
sample_545,0.028,0.011,0.216,0.256,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_545.mp3
sample_546,0.027,0.017,0.266,0.31,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_546.mp3
sample_547,0.025,0.011,0.212,0.249,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_547.mp3
sample_548,0.039,0.008,0.198,0.245,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_548.mp3
sample_549,0.025,0.01,0.228,0.263,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_549.mp3
sample_550,0.037,0.015,0.266,0.319,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_550.mp3
sample_551,0.034,0.012,0.244,0.29,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_551.mp3
sample_552,0.013,0.015,0.235,0.263,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_552.mp3
sample_553,0.013,0.016,0.334,0.363,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_553.mp3
sample_554,0.023,0.014,0.219,0.256,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_554.mp3
sample_555,0.025,0.011,0.195,0.231,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_555.mp3
sample_556,0.022,0.031,0.51,0.565,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_556.mp3
sample_557,0.048,0.012,0.21,0.272,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_557.mp3
sample_558,0.013,0.012,0.217,0.242,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_558.mp3
sample_559,0.007,0.007,0.218,0.232,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_559.mp3
sample_560,0.05,0.02,0.23,0.301,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_560.mp3
sample_561,0.022,0.011,0.254,0.287,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_561.mp3
sample_562,0.034,0.011,0.211,0.256,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_562.mp3
sample_563,0.012,0.012,0.245,0.268,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_563.mp3
sample_564,0.011,0.012,0.207,0.231,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_564.mp3
sample_565,0.021,0.015,0.218,0.254,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_565.mp3
sample_566,0.012,0.009,0.215,0.236,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_566.mp3
sample_567,0.022,0.033,0.544,0.599,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_567.mp3
sample_568,0.049,0.027,0.506,0.583,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_568.mp3
sample_569,0.043,0.017,0.224,0.286,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_569.mp3
sample_570,0.035,0.031,0.221,0.287,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_570.mp3
sample_571,0.041,0.017,0.252,0.31,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_571.mp3
sample_572,0.037,0.053,0.239,0.329,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_572.mp3
sample_573,0.015,0.012,0.188,0.215,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_573.mp3
sample_574,0.056,0.024,0.582,0.661,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_574.mp3
sample_575,0.052,0.016,0.251,0.319,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_575.mp3
sample_576,0.046,0.013,0.242,0.303,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_576.mp3
sample_577,0.031,0.031,0.473,0.534,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_577.mp3
sample_578,0.039,0.031,0.423,0.493,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_578.mp3
sample_579,0.021,0.013,0.222,0.256,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_579.mp3
sample_580,0.017,0.011,0.257,0.286,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_580.mp3
sample_581,0.029,0.016,0.293,0.339,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_581.mp3
sample_582,0.032,0.014,0.229,0.275,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_582.mp3
sample_583,0.024,0.034,0.464,0.522,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_583.mp3
sample_584,0.029,0.015,0.223,0.266,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_584.mp3
sample_585,0.035,0.054,0.974,1.063,aber sind wir auch am am haben wir haben wir noch noch am haben wir haben noch noch haben wir auch auch im norden haben wir auch auch noch haben wir auch noch nicht auch auch auch noch nicht haben wir auch noch nicht auch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_585.mp3
sample_586,0.016,0.016,0.253,0.285,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_586.mp3
sample_587,0.029,0.018,0.3,0.346,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_587.mp3
sample_588,0.029,0.017,0.227,0.274,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_588.mp3
sample_589,0.029,0.033,0.461,0.524,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_589.mp3
sample_590,0.06,0.017,0.277,0.355,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_590.mp3
sample_591,0.038,0.013,0.226,0.277,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_591.mp3
sample_592,0.021,0.014,0.219,0.254,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_592.mp3
sample_593,0.018,0.012,0.236,0.267,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_593.mp3
sample_594,0.031,0.012,0.221,0.265,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_594.mp3
sample_595,0.047,0.026,0.472,0.544,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_595.mp3
sample_596,0.015,0.014,0.2,0.229,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_596.mp3
sample_597,0.012,0.009,0.212,0.233,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_597.mp3
sample_598,0.022,0.031,0.659,0.713,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_598.mp3
sample_599,0.022,0.034,0.471,0.528,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_599.mp3
sample_600,0.029,0.016,0.228,0.273,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_600.mp3
sample_601,0.038,0.016,0.261,0.316,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_601.mp3
sample_602,0.04,0.012,0.211,0.263,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_602.mp3
sample_603,0.034,0.023,0.282,0.339,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_603.mp3
sample_604,0.038,0.012,0.221,0.271,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_604.mp3
sample_605,0.015,0.01,0.215,0.24,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_605.mp3
sample_606,0.007,0.011,0.194,0.212,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_606.mp3
sample_607,0.034,0.035,0.53,0.599,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_607.mp3
sample_608,0.04,0.012,0.211,0.263,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_608.mp3
sample_609,0.033,0.018,0.231,0.283,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_609.mp3
sample_610,0.024,0.01,0.219,0.253,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_610.mp3
sample_611,0.027,0.017,0.278,0.323,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_611.mp3
sample_612,0.04,0.014,0.226,0.28,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_612.mp3
sample_613,0.025,0.016,0.238,0.279,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_613.mp3
sample_614,0.063,0.02,0.427,0.511,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_614.mp3
sample_615,0.052,0.03,0.473,0.555,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_615.mp3
sample_616,0.04,0.014,0.221,0.276,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_616.mp3
sample_617,0.011,0.008,0.213,0.234,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_617.mp3
sample_618,0.025,0.015,0.205,0.244,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_618.mp3
sample_619,0.045,0.016,0.231,0.293,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_619.mp3
sample_620,0.028,0.012,0.209,0.249,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_620.mp3
sample_621,0.034,0.014,0.233,0.282,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_621.mp3
sample_622,0.021,0.01,0.2,0.231,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_622.mp3
sample_623,0.012,0.013,0.213,0.238,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_623.mp3
